topic,count,default_name,year_min,year_max,top_documents
29,56,29_acre_settlement_settler_colony,1835,1917,"A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 15 | Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 11 | Biography of Elder Lott Cary, Late Missionary to Africa. With an Appendix on the Subject of Colonization, by J.H.B. Latrobe (James B. Taylor): 4 | An Address to All the Colored Citizens of the United States (John B. Meachum): 2 | Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 2"
30,56,30_horse_road_cyrus_landlord,1836,1917,"The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of Real Life (J. W. Loguen): 5 | Thirty Years a Slave: From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter (Louis  Hughes): 4 | Slave Life in Georgia: A Narrative of the Life, Sufferings, and Escape of John Brown, a Fugitive Slave, Now in England (John  Brown): 4 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 4 | Narrative of the Life and Adventures of Henry Bibb, an American Slave, Written by Himself (Henry  Bibb): 3"
31,55,31_northup_deponent_solomon_ft,1790,1922,"Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853 (Solomon  Northup): 6 | A History of the Amistad Captives: Being a Circumstantial Account of the Capture of the Spanish Schooner Amistad, by the Africans on Board; Their Voyage, and Capture Near Long Island, New York; with Biographical Sketches of Each of the Surviving Africans; Also, an Account of the Trials had on Their case, Before the District and Circuit Courts of the United States, for the District of Connecticut (John Warner Barber): 5 | A Short History of the Life of Christopher McPherson, Alias Pherson, Son of Christ, King of Kings and Lord of Lords. Containing a Collection of Certificates, Letters, &amp;c. Written by Himself (Christopher  McPherson): 2 | Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 2 | An Autobiography: The Story of My Life and Work (Booker T. Washington): 1"
32,54,32_animal_specy_colour_european,1789,1898,"A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 42 | Life and Opinions of Julius Melbourn; with Sketches of the Lives and Characters of Thomas Jefferson, John Quincy Adams, John Randolph, and Several Other Eminent American Statesmen (Julius  Melbourn): 4 | The Life, Labors, and Travels of Elder Charles Bowles, of the Free Will Baptist Denomination, by Eld. John W. Lewis. Together with an Essay on the Character and Condition of the African Race by the Same. Also, an Essay on the Fugitive Law of the U. S. Congress of 1850, by Rev. Arthur Dearing (John W. Lewis): 2 | The Blind African Slave, or Memoirs of Boyrereau Brinch, Nick-named Jeffrey Brace. Containing an Account of the Kingdom of Bow-Woo, in the Interior of Africa; with the Climate and Natural Productions, Laws, and Customs Peculiar to That Place. With an Account of His Captivity, Sufferings, Sales, Travels, Emancipation, Conversion to the Christian Religion, Knowledge of the Scriptures, &amp;c. Interspersed with Strictures on Slavery, Speculative Observations on the Qualities of Human Nature, with Quotation from Scripture (Boyrereau  Brinch): 1 | Autobiography, Sermons, Addresses, and Essays of Bishop L. H. Holsey, D. D. (Lucius Henry Holsey): 1"
33,54,33_covey_peter_marse_venture,1798,1918,"The Kidnapped and the Ransomed. Recollections of Peter Still and His Wife ""Vina,"" after Forty Years of Slavery. (Kate E. R. Pickard): 5 | Biographical Sketches and Interesting Anecdotes of Persons of Colour. To Which is Added, a Selection of Pieces in Poetry (Abigail  Mott): 4 | The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of Real Life (J. W. Loguen): 3 | The Fugitive Blacksmith; or, Events in the History of James W. C. Pennington, Pastor of a Presbyterian Church, New York, Formerly a Slave in the State of Maryland, United States (James W. C. Pennington): 3 | Bond and Free: A Tale of the South (Grace  Lintner): 2"
34,53,34_road_wood_travel_corn,1837,1914,"Fifty Years in Chains, or, The Life of an American Slave (Charles  Ball): 18 | Slavery in the United States: A Narrative of the Life and Adventures of Charles Ball, a Black Man, Who Lived Forty Years in Maryland, South Carolina and Georgia, as a Slave Under Various Masters, and was One Year in the Navy with Commodore Barney, During the Late War (Charles  Ball): 18 | The Fugitive Blacksmith; or, Events in the History of James W. C. Pennington, Pastor of a Presbyterian Church, New York, Formerly a Slave in the State of Maryland, United States (James W. C. Pennington): 3 | Narrative of James Williams, an American Slave, Who Was for Several Years a Driver on a Cotton Plantation in Alabama (James  Williams): 2 | Narrative of the Life of James Watkins, Formerly a ""Chattel"" in Maryland, U. S.; Containing an Account of His Escape from Slavery, Together with an Appeal on Behalf of Three Millions of Such ""Pieces of Property,"" Still Held Under the Standard of the Eagle (James  Watkins): 2"
35,53,35_sojourner_sojourner truth_harriet_truth,1869,1926,"Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipated by the New York Legislature in the Early Part of the Present Century; with a History of Her Labors and Correspondence Drawn from Her ""Book of Life;"" Also, a Memorial Chapter, Giving the Particulars of Her Last Sickness and Death. (Sojourner  Truth): 17 | Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipated by the New York Legislature in the Early Part of the Present Century; with a History of Her Labors and Correspondence, Drawn from Her ""Book of Life"" (Sojourner  Truth): 15 | Scenes in the Life of Harriet Tubman (Sarah H. Bradford): 6 | Harriet, the Moses of Her People (Sarah H. Bradford): 6 | Homespun Heroines and Other Women of Distinction (Hallie Q. Brown): 5"
36,51,36_dollar_hundr dollar_friedman_peter,1770,1916,"The Kidnapped and the Ransomed. Recollections of Peter Still and His Wife ""Vina,"" after Forty Years of Slavery. (Kate E. R. Pickard): 7 | The Life and Adventures of Zamba, an African Negro King; and His Experience of Slavery in South Carolina. Written by Himself. Corrected and Arranged by Peter Neilson (Peter  Neilson): 3 | Life and Opinions of Julius Melbourn; with Sketches of the Lives and Characters of Thomas Jefferson, John Quincy Adams, John Randolph, and Several Other Eminent American Statesmen (Julius  Melbourn): 3 | Life and History of William O'Neal, or, The Man Who Sold His Wife (William  O'Neal): 3 | The Life of Rev. Robert Anderson. Born the 22d Day of February, in the Year of Our Lord 1819, and Joined the Methodist Episcopal Church in 1839. This Book Shall Be Called The Young Men's Guide, Or, the Brother in White (Robert  Anderson): 2"
37,49,37_teacher_club_mrs_school,1826,1926,"Homespun Heroines and Other Women of Distinction (Hallie Q. Brown): 29 | Up from Slavery: An Autobiography (Booker T. Washington): 2 | A Narrative of the Negro (Leila Amos Pendleton): 2 | An Autobiography: The Story of My Life and Work (Booker T. Washington): 2 | Life and Labors of Rev. Jordan W. Early, One of the Pioneers of African Methodism in the West and South (Sarah J. W. Early): 1"
38,49,38_heaven_ages_earth_eternal,1811,1913,"Autobiography, Sermons, Addresses, and Essays of Bishop L. H. Holsey, D. D. (Lucius Henry Holsey): 44 | The Life, History, and Unparalleled Sufferings of John Jea, the African Preacher. Compiled and Written by Himself (John  Jea): 3 | From Log Cabin to the Pulpit, or, Fifteen Years in Slavery (William H. Robinson): 1 | The Life of John Thompson, a Fugitive Slave; Containing His History of 25 Years in Bondage, and His Providential Escape.  Written by Himself (John  Thompson): 1"
39,48,39_school_student_teacher_hampton,1848,1929,"Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 14 | Up from Slavery: An Autobiography (Booker T. Washington): 7 | Booker T. Washington, Builder of a Civilization (Emmett J. Scott): 6 | An Autobiography: The Story of My Life and Work (Booker T. Washington): 2 | The Autobiography of Nicholas Said, A Native of Bournou, Eastern Soudan, Central Africa (Nicholas  Said): 2"
40,48,40_captain_ship_board_vessel,1770,1902,"The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African. Written by Himself. Vol. I. (Olaudah  Equiano): 9 | The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African. Written by Himself. Vol. II. (Olaudah  Equiano): 9 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 6 | Life and Adventures of James Williams, a Fugitive Slave, with a Full Description of the Underground Railroad (James  Williams): 2 | Life and Adventures of Robert, the Hermit of Massachusetts: Who Has Lived 14 Years in a Cave, Secluded from Human Society: Comprising, an Account of his Birth, Parentage, Sufferings, and Providential Escape from Unjust and Cruel Bondage in Early Life, and His Reasons for Becoming a Recluse (Robert  Voorhis): 2"
41,48,41_car_passenger_conductor_cars,1848,1917,"Life and Adventures of Nat Love, Better Known in the Cattle Country as ""Deadwood Dick,"" by Himself; a True History of Slavery Days, Life on the Great Cattle Ranges and on the Plains of the ""Wild and Woolly"" West, Based on Facts, and Personal Experiences of the Author (Nat  Love): 6 | Frederick Douglass The Colored Orator (Frederic May Holland): 4 | Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the United States, Canada, &amp; England (Samuel Ringgold Ward): 3 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 3 | Booker T. Washington, Builder of a Civilization (Emmett J. Scott): 3"
42,48,42_ben_ped_wife child_start,1836,1913,"Narrative of the Life and Adventures of Henry Bibb, an American Slave, Written by Himself (Henry  Bibb): 4 | An Autobiography. Bond and Free:  Or, Yearnings for Freedom, from My Green Brier House. Being the Story of My Life in Bondage, and My Life in Freedom (Israel  Campbell): 3 | Days of Bondage. Autobiography of Friday Jones. Being a Brief Narrative of His Trials and Tribulations in Slavery (Friday  Jones): 2 | John and Mary; or, The Fugitive Slaves, a Tale of South-Eastern Pennsylvania (Ellwood  Griest): 2 | Biography of a Slave; Being the Experiences of Rev. Charles Thompson, a Preacher of the United Brethren Church, While a Slave in the South. Together with Startling Occurrences Incidental to Slave Life (Charles  Thompson): 2"
43,48,43_pray_lord_prayer_saviour,1811,1980,"Biographical Sketches and Interesting Anecdotes of Persons of Colour. To Which is Added, a Selection of Pieces in Poetry (Abigail  Mott): 7 | Sketches of the History, Character, and Dying Testimony, of Beneficiaries of the Colored Home, in the City of New-York (Mary W. Thompson): 6 | Memoir of Mrs. Chloe Spear, a Native of Africa, Who was Enslaved in Childhood, and Died in Boston, January 3, 1815...Aged 65 Years. By a Lady of Boston (Rebecca Warren Brown): 5 | Narratives of Colored Americans (Abigail  Mott): 5 | Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipated by the New York Legislature in the Early Part of the Present Century; with a History of Her Labors and Correspondence Drawn from Her ""Book of Life;"" Also, a Memorial Chapter, Giving the Particulars of Her Last Sickness and Death. (Sojourner  Truth): 2"
44,47,44_langston_republican_district_position,1855,1916,"Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 25 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 4 | Frederick Douglass The Orator. Containing an Account of His Life; His Eminent Public Services; His Brilliant Career as Orator; Selections from His Speeches and Writings (James M. Gregory): 3 | A Narrative of the Negro (Leila Amos Pendleton): 3 | Twenty-Eight Years a Slave, or The Story of My Life in Three Continents (Thomas L. Johnson): 2"
45,47,45_palace_paris_statue_tower,1789,1917,"Three Years in Europe: Or, Places I Have Seen and People I Have Met (William Wells Brown): 20 | The American Fugitive in Europe. Sketches of Places and People Abroad (William Wells Brown): 12 | My Life and Work (Alexander  Walters): 5 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 4 | The Autobiography of Nicholas Said, A Native of Bournou, Eastern Soudan, Central Africa (Nicholas  Said): 2"
46,47,46_farm_crop_bond_mr bond,1846,1918,"From Slavery to Wealth. The Life of Scott Bond.  The Rewards of Honesty, Industry, Economy and Perseverance (Dan. A. Rudd): 21 | Bond and Free: A Tale of the South (Grace  Lintner): 4 | Last of the Pioneers: Or, Old Times in East Tenn., Being the Life and Reminiscences of Pharaoh Jackson Chesney (Aged 120 Years) (Pharaoh Jackson Chesney): 3 | Life of Mary F. McCray: Born and Raised a Slave in the State of Kentucky (S. J. McCray): 3 | Booker T. Washington, Builder of a Civilization (Emmett J. Scott): 2"
47,46,47_joanna_kindness_dr_doctor,1782,1926,"The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of Real Life (J. W. Loguen): 3 | The Kidnapped and the Ransomed. Recollections of Peter Still and His Wife ""Vina,"" after Forty Years of Slavery. (Kate E. R. Pickard): 3 | Autobiography of a Female Slave (Martha Griffith Browne): 2 | The Story of Mattie J. Jackson: Her Parentage, Experience of Eighteen Years in Slavery, Incidents During the War, Her Escape from Slavery: A True Story (Mattie J. Jackson): 2 | An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789 to 1881. With a Preface by Mrs. Harriet Beecher Stowe, and Introductory Notes by George Sturge, S. Morley, Esq., M. P., Wendell Phillips, and John G. Whittier. Edited by John Lobb, F.R.G.S. Revised and Enlarged (Josiah  Henson): 2"
48,45,48_miss_jane_miss jane_sally,1795,1926,"Autobiography of a Female Slave (Martha Griffith Browne): 8 | The Story of a Slave. A Realistic Revelation of a Social Relation of Slave Times--Hitherto Unwritten--From the Pen of One Who Has Felt Both the Lash and the Caress of a Mistress (  No Author): 4 | Narrative of the Sufferings of Lewis Clarke, During a Captivity of More than Twenty-Five Years, Among the Algerines of Kentucky, One of the So Called Christian States of North America (Lewis Garrard Clarke): 3 | Narratives of the Sufferings of Lewis and Milton Clarke, Sons of a Soldier of the Revolution, During a Captivity of More than Twenty Years Among the Slaveholders of Kentucky, One of the So-Called Christian States of North America (Lewis Garrard Clarke): 3 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 3"
